"week","name","item_id","c4 peak","pop"
83,Ribbon,28,"6W",45
83,Rope,29,"6W",45
83,CavaliersHat,30,"6S",45
83,Horn,31,"4W",45
83,SaltCod,32,"5S",45
83,SquidInk,33,"7S",45
83,EssentialDraught,34,"7S",45
83,Jam,35,"6S",45
83,TomatoRelish,36,"2S",45
83,OnionSoup,37,"3W",45
83,Pie,38,"5S",45
83,CornFlakes,39,"3S",45
83,PickledRadish,40,"4W",45
83,IronAxe,41,"2W",45
83,QuartzRing,42,"5S",45
83,PorcelainVase,43,"4W",45
83,VegetableJuice,44,"4S",45
83,PumpkinPudding,45,"5W",45
83,SheepfluffRug,46,"7W",45
83,GardenScythe,47,"2S",45
83,Bed,48,"7S",45
83,ScaleFingers,49,"4S",45
83,Crook,50,"7W",45
83,Coral Sword,51,"3S",45
83,Coconut Juice,52,"6S",45
83,Honey,53,"3W",45
83,Seashine Opal,54,"4S",45
83,Dried Flowers,55,"2S",45
83,Powdered Paprika,56,"7W",45
83,Cawl Cennin,57,"5S",45
83,Isloaf,58,"6W",45
83,Popoto Salad,59,"7S",45
83,Dressing,60,"2W",45
83,Stove,61,"5W",45
83,Lantern,62,"4W",45
83,Natron,63,"4S",45
83,Bouillabaisse,64,"6S",45
83,Fossil Display,65,"2W",45
83,Bathtub,66,"7W",45
83,Spectacles,67,"4W",45
83,Cooling Glass,68,"3W",45
83,Runner Bean Saute,69,"7S",45
83,Beet Soup,70,"5S",45
83,Imam Bayildi,71,"6W",45
83,Pickled Zucchini,72,"2S",45
83,Serving Dish,73,"3S",45
83,Grinding Wheel,74,"5W",45
83,Tathlums,75,"4S",45
83,Gold Hairpin,76,"3S",45
83,Mammet Award,77,"2S",45
83,Fruit Punch,78,"2W",45
83,Sweet Popoto Pie,79,"7S",45
83,Peperoncino,80,"5S",45
83,Buffalo Bean Salad,81,"4W",45
84,Potion,1,"3W",56
84,Firesand,2,"3W",56
84,WoodenChair,3,"7S",56
84,GrilledClam,4,"6S",56
84,Necklace,5,"6W",56
84,CoralRing,6,"3W",56
84,Barbut,7,"5W",56
84,Macuahuitl,8,"7W",56
84,Sauerkraut,9,"4W",56
84,BakedPumpkin,10,"5W",56
84,Tunic,11,"4W",56
84,CulinaryKnife,12,"6S",56
84,Brush,13,"7W",56
84,BoiledEgg,14,"7S",56
84,Hora,15,"2S",56
84,Earrings,16,"4W",56
84,Butter,17,"2S",56
84,BrickCounter,18,"4S",56
84,BronzeSheep,19,"2S",56
84,GrowthFormula,20,"4S",56
84,GarnetRapier,21,"4S",56
84,SpruceRoundShield,22,"7W",56
84,SharkOil,23,"7S",56
84,SilverEarCuffs,24,"7W",56
84,SweetPopoto,25,"5S",56
84,ParsnipSalad,26,"5W",56
84,Caramels,27,"5S",56
84,Ribbon,28,"3S",56
84,Rope,29,"3W",56
84,CavaliersHat,30,"6S",56
84,Horn,31,"2S",56
84,SaltCod,32,"7W",56
84,SquidInk,33,"5S",56
84,EssentialDraught,34,"5W",56
84,Jam,35,"6W",56
84,TomatoRelish,36,"3S",56
84,OnionSoup,37,"5S",56
84,Pie,38,"4S",56
84,CornFlakes,39,"3S",56
84,PickledRadish,40,"2W",56
84,IronAxe,41,"7S",56
84,QuartzRing,42,"6W",56
84,PorcelainVase,43,"6W",56
84,VegetableJuice,44,"2W",56
84,PumpkinPudding,45,"6S",56
84,SheepfluffRug,46,"7S",56
84,GardenScythe,47,"3S",56
84,Bed,48,"4W",56
84,ScaleFingers,49,"2W",56
84,Crook,50,"2W",56
84,Coral Sword,51,"4S",56
84,Coconut Juice,52,"2W",56
84,Honey,53,"3W",56
84,Seashine Opal,54,"6S",56
84,Dried Flowers,55,"7S",56
84,Powdered Paprika,56,"3S",56
84,Cawl Cennin,57,"4W",56
84,Isloaf,58,"5S",56
84,Popoto Salad,59,"6W",56
84,Dressing,60,"2S",56
84,Stove,61,"7W",56
84,Lantern,62,"5W",56
84,Natron,63,"7W",56
84,Bouillabaisse,64,"5W",56
84,Fossil Display,65,"6W",56
84,Bathtub,66,"3W",56
84,Spectacles,67,"4W",56
84,Cooling Glass,68,"2W",56
84,Runner Bean Saute,69,"3S",56
84,Beet Soup,70,"7S",56
84,Imam Bayildi,71,"5S",56
84,Pickled Zucchini,72,"4S",56
84,Serving Dish,73,"6S",56
84,Grinding Wheel,74,"2S",56
84,Tathlums,75,"2S",56
84,Gold Hairpin,76,"6W",56
84,Mammet Award,77,"3S",56
84,Fruit Punch,78,"5W",56
84,Sweet Popoto Pie,79,"7W",56
84,Peperoncino,80,"5S",56
84,Buffalo Bean Salad,81,"2W",56
85,Potion,1,"5W",9
85,Firesand,2,"3S",9
85,WoodenChair,3,"2S",9
85,GrilledClam,4,"4S",9
85,Necklace,5,"7S",9
85,CoralRing,6,"2W",9
85,Barbut,7,"3W",9
85,Macuahuitl,8,"4S",9
85,Sauerkraut,9,"7W",9
85,BakedPumpkin,10,"3W",9
85,Tunic,11,"7S",9
85,CulinaryKnife,12,"5W",9
85,Brush,13,"4W",9
85,BoiledEgg,14,"4W",9
85,Hora,15,"2W",9
85,Earrings,16,"5S",9
85,Butter,17,"4S",9
85,BrickCounter,18,"3S",9
85,BronzeSheep,19,"6W",9
85,GrowthFormula,20,"5W",9
85,GarnetRapier,21,"6S",9
85,SpruceRoundShield,22,"7W",9
85,SharkOil,23,"5W",9
85,SilverEarCuffs,24,"7W",9
85,SweetPopoto,25,"6S",9
85,ParsnipSalad,26,"3S",9
85,Caramels,27,"2S",9
85,Ribbon,28,"4W",9
85,Rope,29,"7S",9
85,CavaliersHat,30,"7W",9
85,Horn,31,"6W",9
85,SaltCod,32,"3W",9
85,SquidInk,33,"2S",9
85,EssentialDraught,34,"6W",9
85,Jam,35,"5S",9
85,TomatoRelish,36,"7S",9
85,OnionSoup,37,"4W",9
85,Pie,38,"6S",9
85,CornFlakes,39,"5S",9
85,PickledRadish,40,"2W",9
85,IronAxe,41,"7W",9
85,QuartzRing,42,"2W",9
85,PorcelainVase,43,"3S",9
85,VegetableJuice,44,"3W",9
85,PumpkinPudding,45,"2S",9
85,SheepfluffRug,46,"6W",9
85,GardenScythe,47,"7S",9
85,Bed,48,"5S",9
85,ScaleFingers,49,"6S",9
85,Crook,50,"4S",9
85,Coral Sword,51,"3W",9
85,Coconut Juice,52,"4W",9
85,Honey,53,"6W",9
85,Seashine Opal,54,"7W",9
85,Dried Flowers,55,"2W",9
85,Powdered Paprika,56,"4S",9
85,Cawl Cennin,57,"7S",9
85,Isloaf,58,"5S",9
85,Popoto Salad,59,"3S",9
85,Dressing,60,"6S",9
85,Stove,61,"5W",9
85,Lantern,62,"2S",9
85,Natron,63,"5W",9
85,Bouillabaisse,64,"4W",9
85,Fossil Display,65,"6W",9
85,Bathtub,66,"6S",9
85,Spectacles,67,"2S",9
85,Cooling Glass,68,"7S",9
85,Runner Bean Saute,69,"5S",9
85,Beet Soup,70,"7W",9
85,Imam Bayildi,71,"4S",9
85,Pickled Zucchini,72,"2W",9
85,Serving Dish,73,"3S",9
85,Grinding Wheel,74,"3W",9
85,Tathlums,75,"2W",9
85,Gold Hairpin,76,"6S",9
85,Mammet Award,77,"7S",9
85,Fruit Punch,78,"5S",9
85,Sweet Popoto Pie,79,"4W",9
85,Peperoncino,80,"3W",9
85,Buffalo Bean Salad,81,"2S",9
86,Potion,1,"7W",79
86,Firesand,2,"7W",79
86,WoodenChair,3,"7S",79
86,GrilledClam,4,"3S",79
86,Necklace,5,"6S",79
86,CoralRing,6,"6S",79
86,Barbut,7,"2S",79
86,Macuahuitl,8,"3S",79
86,Sauerkraut,9,"7S",79
86,BakedPumpkin,10,"7W",79
86,Tunic,11,"4S",79
86,CulinaryKnife,12,"6W",79
86,Brush,13,"5S",79
86,BoiledEgg,14,"2S",79
86,Hora,15,"4W",79
86,Earrings,16,"6S",79
86,Butter,17,"7S",79
86,BrickCounter,18,"3W",79
86,BronzeSheep,19,"3S",79
86,GrowthFormula,20,"7W",79
86,GarnetRapier,21,"6S",79
86,SpruceRoundShield,22,"5W",79
86,SharkOil,23,"3W",79
86,SilverEarCuffs,24,"2S",79
86,SweetPopoto,25,"4W",79
86,ParsnipSalad,26,"5S",79
86,Caramels,27,"5W",79
86,Ribbon,28,"5S",79
86,Rope,29,"6W",79
86,CavaliersHat,30,"4S",79
86,Horn,31,"7S",79
86,SaltCod,32,"4S",79
86,SquidInk,33,"5W",79
86,EssentialDraught,34,"6W",79
86,Jam,35,"3S",79
86,TomatoRelish,36,"3W",79
86,OnionSoup,37,"4W",79
86,Pie,38,"2W",79
86,CornFlakes,39,"5S",79
86,PickledRadish,40,"7S",79
86,IronAxe,41,"2S",79
86,QuartzRing,42,"7W",79
86,PorcelainVase,43,"5W",79
86,VegetableJuice,44,"2W",79
86,PumpkinPudding,45,"4W",79
86,SheepfluffRug,46,"6W",79
86,GardenScythe,47,"2W",79
86,Bed,48,"3W",79
86,ScaleFingers,49,"2W",79
86,Crook,50,"4S",79
86,Coral Sword,51,"5S",79
86,Coconut Juice,52,"4S",79
86,Honey,53,"2W",79
86,Seashine Opal,54,"7W",79
86,Dried Flowers,55,"6S",79
86,Powdered Paprika,56,"6W",79
86,Cawl Cennin,57,"3S",79
86,Isloaf,58,"2S",79
86,Popoto Salad,59,"4W",79
86,Dressing,60,"7S",79
86,Stove,61,"3W",79
86,Lantern,62,"5W",79
86,Natron,63,"2W",79
86,Bouillabaisse,64,"7W",79
86,Fossil Display,65,"4W",79
86,Bathtub,66,"4S",79
86,Spectacles,67,"6S",79
86,Cooling Glass,68,"3S",79
86,Runner Bean Saute,69,"3W",79
86,Beet Soup,70,"2S",79
86,Imam Bayildi,71,"5W",79
86,Pickled Zucchini,72,"5S",79
86,Serving Dish,73,"6W",79
86,Grinding Wheel,74,"7S",79
86,Tathlums,75,"2S",79
86,Gold Hairpin,76,"5S",79
86,Mammet Award,77,"7S",79
86,Fruit Punch,78,"2W",79
86,Sweet Popoto Pie,79,"5W",79
86,Peperoncino,80,"4W",79
86,Buffalo Bean Salad,81,"7W",79
87,Potion,1,"5W",71
87,Firesand,2,"2W",71
87,WoodenChair,3,"2S",71
87,GrilledClam,4,"7S",71
87,Necklace,5,"2S",71
87,CoralRing,6,"7S",71
87,Barbut,7,"5W",71
87,Macuahuitl,8,"3W",71
87,Sauerkraut,9,"6W",71
87,BakedPumpkin,10,"3W",71
87,Tunic,11,"6W",71
87,CulinaryKnife,12,"2S",71
87,Brush,13,"7S",71
87,BoiledEgg,14,"4W",71
87,Hora,15,"3S",71
87,Earrings,16,"7W",71
87,Butter,17,"5W",71
87,BrickCounter,18,"3S",71
87,BronzeSheep,19,"5S",71
87,GrowthFormula,20,"7S",71
87,GarnetRapier,21,"3W",71
87,SpruceRoundShield,22,"2W",71
87,SharkOil,23,"4W",71
87,SilverEarCuffs,24,"5W",71
87,SweetPopoto,25,"7W",71
87,ParsnipSalad,26,"5S",71
87,Caramels,27,"5S",71
87,Ribbon,28,"4S",71
87,Rope,29,"6S",71
87,CavaliersHat,30,"6S",71
87,Horn,31,"4W",71
87,SaltCod,32,"7W",71
87,SquidInk,33,"6S",71
87,EssentialDraught,34,"7S",71
87,Jam,35,"6W",71
87,TomatoRelish,36,"5S",71
87,OnionSoup,37,"3S",71
87,Pie,38,"4S",71
87,CornFlakes,39,"6S",71
87,PickledRadish,40,"3W",71
87,IronAxe,41,"4S",71
87,QuartzRing,42,"7W",71
87,PorcelainVase,43,"2S",71
87,VegetableJuice,44,"7W",71
87,PumpkinPudding,45,"2W",71
87,SheepfluffRug,46,"4S",71
87,GardenScythe,47,"4W",71
87,Bed,48,"6W",71
87,ScaleFingers,49,"3S",71
87,Crook,50,"2W",71
87,Coral Sword,51,"6S",71
87,Coconut Juice,52,"4S",71
87,Honey,53,"7W",71
87,Seashine Opal,54,"3S",71
87,Dried Flowers,55,"5S",71
87,Powdered Paprika,56,"4W",71
87,Cawl Cennin,57,"3W",71
87,Isloaf,58,"2S",71
87,Popoto Salad,59,"6W",71
87,Dressing,60,"7S",71
87,Stove,61,"2W",71
87,Lantern,62,"5W",71
87,Natron,63,"3W",71
87,Bouillabaisse,64,"4W",71
87,Fossil Display,65,"7W",71
87,Bathtub,66,"5S",71
87,Spectacles,67,"2W",71
87,Cooling Glass,68,"2S",71
87,Runner Bean Saute,69,"3S",71
87,Beet Soup,70,"7S",71
87,Imam Bayildi,71,"6S",71
87,Pickled Zucchini,72,"4S",71
87,Serving Dish,73,"5W",71
87,Grinding Wheel,74,"6W",71
87,Tathlums,75,"6S",71
87,Gold Hairpin,76,"2W",71
87,Mammet Award,77,"3S",71
87,Fruit Punch,78,"4W",71
87,Sweet Popoto Pie,79,"7W",71
87,Peperoncino,80,"6W",71
87,Buffalo Bean Salad,81,"3W",71
88,Potion,1,"6W",40
88,Firesand,2,"5S",40
88,WoodenChair,3,"3S",40
88,GrilledClam,4,"7S",40
88,Necklace,5,"5S",40
88,CoralRing,6,"7W",40
88,Barbut,7,"4S",40
88,Macuahuitl,8,"7W",40
88,Sauerkraut,9,"3W",40
88,BakedPumpkin,10,"7S",40
88,Tunic,11,"5W",40
88,CulinaryKnife,12,"6W",40
88,Brush,13,"4W",40
88,BoiledEgg,14,"2W",40
88,Hora,15,"6W",40
88,Earrings,16,"6S",40
88,Butter,17,"5S",40
88,BrickCounter,18,"4W",40
88,BronzeSheep,19,"3W",40
88,GrowthFormula,20,"3W",40
88,GarnetRapier,21,"2S",40
88,SpruceRoundShield,22,"2S",40
88,SharkOil,23,"4S",40
88,SilverEarCuffs,24,"7W",40
88,SweetPopoto,25,"7S",40
88,ParsnipSalad,26,"7S",40
88,Caramels,27,"7W",40
88,Ribbon,28,"6W",40
88,Rope,29,"2S",40
88,CavaliersHat,30,"3S",40
88,Horn,31,"2W",40
88,SaltCod,32,"4W",40
88,SquidInk,33,"5W",40
88,EssentialDraught,34,"5S",40
88,Jam,35,"3S",40
88,TomatoRelish,36,"5W",40
88,OnionSoup,37,"4S",40
88,Pie,38,"6S",40
88,CornFlakes,39,"3W",40
88,PickledRadish,40,"4W",40
88,IronAxe,41,"2W",40
88,QuartzRing,42,"7W",40
88,PorcelainVase,43,"7S",40
88,VegetableJuice,44,"2W",40
88,PumpkinPudding,45,"5W",40
88,SheepfluffRug,46,"6S",40
88,GardenScythe,47,"2S",40
88,Bed,48,"4S",40
88,ScaleFingers,49,"3S",40
88,Crook,50,"6S",40
88,Coral Sword,51,"3S",40
88,Coconut Juice,52,"2W",40
88,Honey,53,"6W",40
88,Seashine Opal,54,"4S",40
88,Dried Flowers,55,"4W",40
88,Powdered Paprika,56,"2S",40
88,Cawl Cennin,57,"6S",40
88,Isloaf,58,"7S",40
88,Popoto Salad,59,"3W",40
88,Dressing,60,"5W",40
88,Stove,61,"7W",40
88,Lantern,62,"5S",40
88,Natron,63,"7W",40
88,Bouillabaisse,64,"5S",40
88,Fossil Display,65,"2S",40
88,Bathtub,66,"3W",40
88,Spectacles,67,"4W",40
88,Cooling Glass,68,"3S",40
88,Runner Bean Saute,69,"7S",40
88,Beet Soup,70,"6S",40
88,Imam Bayildi,71,"4S",40
88,Pickled Zucchini,72,"6W",40
88,Serving Dish,73,"5W",40
88,Grinding Wheel,74,"2W",40
88,Tathlums,75,"3W",40
88,Gold Hairpin,76,"6W",40
88,Mammet Award,77,"3S",40
88,Fruit Punch,78,"6S",40
88,Sweet Popoto Pie,79,"7W",40
88,Peperoncino,80,"4S",40
88,Buffalo Bean Salad,81,"4W",40
89,Potion,1,"5S",58
89,Firesand,2,"3S",58
89,WoodenChair,3,"5S",58
89,GrilledClam,4,"3W",58
89,Necklace,5,"2S",58
89,CoralRing,6,"7W",58
89,Barbut,7,"3S",58
89,Macuahuitl,8,"6S",58
89,Sauerkraut,9,"7S",58
89,BakedPumpkin,10,"6S",58
89,Tunic,11,"2S",58
89,CulinaryKnife,12,"5W",58
89,Brush,13,"6S",58
89,BoiledEgg,14,"7W",58
89,Hora,15,"2S",58
89,Earrings,16,"7W",58
89,Butter,17,"2W",58
89,BrickCounter,18,"6W",58
89,BronzeSheep,19,"6W",58
89,GrowthFormula,20,"7S",58
89,GarnetRapier,21,"2W",58
89,SpruceRoundShield,22,"3S",58
89,SharkOil,23,"3W",58
89,SilverEarCuffs,24,"2S",58
89,SweetPopoto,25,"5S",58
89,ParsnipSalad,26,"4W",58
89,Caramels,27,"7S",58
89,Ribbon,28,"6S",58
89,Rope,29,"4S",58
89,CavaliersHat,30,"4W",58
89,Horn,31,"7W",58
89,SaltCod,32,"7S",58
89,SquidInk,33,"4S",58
89,EssentialDraught,34,"5W",58
89,Jam,35,"6W",58
89,TomatoRelish,36,"5W",58
89,OnionSoup,37,"3W",58
89,Pie,38,"7W",58
89,CornFlakes,39,"5S",58
89,PickledRadish,40,"4S",58
89,IronAxe,41,"2W",58
89,QuartzRing,42,"4S",58
89,PorcelainVase,43,"2W",58
89,VegetableJuice,44,"6W",58
89,PumpkinPudding,45,"5W",58
89,SheepfluffRug,46,"4W",58
89,GardenScythe,47,"4W",58
89,Bed,48,"3W",58
89,ScaleFingers,49,"3S",58
89,Crook,50,"7S",58
89,Coral Sword,51,"4W",58
89,Coconut Juice,52,"2W",58
89,Honey,53,"6S",58
89,Seashine Opal,54,"5W",58
89,Dried Flowers,55,"2S",58
89,Powdered Paprika,56,"3W",58
89,Cawl Cennin,57,"6W",58
89,Isloaf,58,"7S",58
89,Popoto Salad,59,"7W",58
89,Dressing,60,"5S",58
89,Stove,61,"3S",58
89,Lantern,62,"4S",58
89,Natron,63,"3W",58
89,Bouillabaisse,64,"3S",58
89,Fossil Display,65,"4S",58
89,Bathtub,66,"5W",58
89,Spectacles,67,"7W",58
89,Cooling Glass,68,"6S",58
89,Runner Bean Saute,69,"2W",58
89,Beet Soup,70,"2S",58
89,Imam Bayildi,71,"5S",58
89,Pickled Zucchini,72,"6W",58
89,Serving Dish,73,"4W",58
89,Grinding Wheel,74,"7S",58
89,Tathlums,75,"5W",58
89,Gold Hairpin,76,"6S",58
89,Mammet Award,77,"2W",58
89,Fruit Punch,78,"2S",58
89,Sweet Popoto Pie,79,"3S",58
89,Peperoncino,80,"6W",58
89,Buffalo Bean Salad,81,"7W",58
90,Potion,1,"7S",81
90,Firesand,2,"2S",81
90,WoodenChair,3,"6W",81
90,GrilledClam,4,"7S",81
90,Necklace,5,"4W",81
90,CoralRing,6,"6S",81
90,Barbut,7,"6W",81
90,Macuahuitl,8,"6S",81
90,Sauerkraut,9,"4S",81
90,BakedPumpkin,10,"2W",81
90,Tunic,11,"3S",81
90,CulinaryKnife,12,"4W",81
90,Brush,13,"3S",81
90,BoiledEgg,14,"7S",81
90,Hora,15,"4W",81
90,Earrings,16,"3W",81
90,Butter,17,"2W",81
90,BrickCounter,18,"2W",81
90,BronzeSheep,19,"3W",81
90,GrowthFormula,20,"3S",81
90,GarnetRapier,21,"2S",81
90,SpruceRoundShield,22,"5S",81
90,SharkOil,23,"3W",81
90,SilverEarCuffs,24,"6W",81
90,SweetPopoto,25,"7S",81
90,ParsnipSalad,26,"7W",81
90,Caramels,27,"6W",81
90,Ribbon,28,"2W",81
90,Rope,29,"4S",81
90,CavaliersHat,30,"7S",81
90,Horn,31,"5W",81
90,SaltCod,32,"4W",81
90,SquidInk,33,"5S",81
90,EssentialDraught,34,"6S",81
90,Jam,35,"6S",81
90,TomatoRelish,36,"7W",81
90,OnionSoup,37,"4S",81
90,Pie,38,"7W",81
90,CornFlakes,39,"7W",81
90,PickledRadish,40,"2S",81
90,IronAxe,41,"5W",81
90,QuartzRing,42,"5S",81
90,PorcelainVase,43,"3S",81
90,VegetableJuice,44,"2S",81
90,PumpkinPudding,45,"4S",81
90,SheepfluffRug,46,"5S",81
90,GardenScythe,47,"3W",81
90,Bed,48,"5W",81
90,ScaleFingers,49,"7W",81
90,Crook,50,"5W",81
90,Coral Sword,51,"4S",81
90,Coconut Juice,52,"3W",81
90,Honey,53,"6S",81
90,Seashine Opal,54,"6W",81
90,Dried Flowers,55,"5S",81
90,Powdered Paprika,56,"3S",81
90,Cawl Cennin,57,"4W",81
90,Isloaf,58,"7W",81
90,Popoto Salad,59,"7S",81
90,Dressing,60,"5W",81
90,Stove,61,"2S",81
90,Lantern,62,"2W",81
90,Natron,63,"3W",81
90,Bouillabaisse,64,"4W",81
90,Fossil Display,65,"2S",81
90,Bathtub,66,"6S",81
90,Spectacles,67,"7W",81
90,Cooling Glass,68,"5W",81
90,Runner Bean Saute,69,"3S",81
90,Beet Soup,70,"7S",81
90,Imam Bayildi,71,"6W",81
90,Pickled Zucchini,72,"5S",81
90,Serving Dish,73,"4S",81
90,Grinding Wheel,74,"2W",81
90,Tathlums,75,"7S",81
90,Gold Hairpin,76,"5W",81
90,Mammet Award,77,"2W",81
90,Fruit Punch,78,"5S",81
90,Sweet Popoto Pie,79,"2S",81
90,Peperoncino,80,"3W",81
90,Buffalo Bean Salad,81,"3S",81
91,Potion,1,"5W",8
91,Firesand,2,"2S",8
91,WoodenChair,3,"6S",8
91,GrilledClam,4,"5S",8
91,Necklace,5,"7S",8
91,CoralRing,6,"2S",8
91,Barbut,7,"3S",8
91,Macuahuitl,8,"5S",8
91,Sauerkraut,9,"3S",8
91,BakedPumpkin,10,"2S",8
91,Tunic,11,"6W",8
91,CulinaryKnife,12,"7S",8
91,Brush,13,"2W",8
91,BoiledEgg,14,"7W",8
91,Hora,15,"5W",8
91,Earrings,16,"5W",8
91,Butter,17,"4S",8
91,BrickCounter,18,"3S",8
91,BronzeSheep,19,"6S",8
91,GrowthFormula,20,"7S",8
91,GarnetRapier,21,"4S",8
91,SpruceRoundShield,22,"2W",8
91,SharkOil,23,"5S",8
91,SilverEarCuffs,24,"3W",8
91,SweetPopoto,25,"3W",8
91,ParsnipSalad,26,"7W",8
91,Caramels,27,"6S",8
91,Ribbon,28,"6W",8
91,Rope,29,"7S",8
91,CavaliersHat,30,"4W",8
91,Horn,31,"6W",8
91,SaltCod,32,"3W",8
91,SquidInk,33,"4S",8
91,EssentialDraught,34,"2W",8
91,Jam,35,"5S",8
91,TomatoRelish,36,"2W",8
91,OnionSoup,37,"5W",8
91,Pie,38,"4W",8
91,CornFlakes,39,"7W",8
91,PickledRadish,40,"4S",8
91,IronAxe,41,"3S",8
91,QuartzRing,42,"6S",8
91,PorcelainVase,43,"7S",8
91,VegetableJuice,44,"4W",8
91,PumpkinPudding,45,"2S",8
91,SheepfluffRug,46,"4W",8
91,GardenScythe,47,"7W",8
91,Bed,48,"7W",8
91,ScaleFingers,49,"6W",8
91,Crook,50,"3W",8
91,Coral Sword,51,"3W",8
91,Coconut Juice,52,"6S",8
91,Honey,53,"3S",8
91,Seashine Opal,54,"2W",8
91,Dried Flowers,55,"2S",8
91,Powdered Paprika,56,"4W",8
91,Cawl Cennin,57,"5S",8
91,Isloaf,58,"6W",8
91,Popoto Salad,59,"7W",8
91,Dressing,60,"5W",8
91,Stove,61,"7S",8
91,Lantern,62,"4S",8
91,Natron,63,"6S",8
91,Bouillabaisse,64,"3W",8
91,Fossil Display,65,"5W",8
91,Bathtub,66,"7W",8
91,Spectacles,67,"7S",8
91,Cooling Glass,68,"6W",8
91,Runner Bean Saute,69,"4W",8
91,Beet Soup,70,"5S",8
91,Imam Bayildi,71,"3S",8
91,Pickled Zucchini,72,"2W",8
91,Serving Dish,73,"4S",8
91,Grinding Wheel,74,"2S",8
91,Tathlums,75,"3S",8
91,Gold Hairpin,76,"7W",8
91,Mammet Award,77,"7S",8
91,Fruit Punch,78,"5W",8
91,Sweet Popoto Pie,79,"2W",8
91,Peperoncino,80,"5S",8
91,Buffalo Bean Salad,81,"4S",8
92,Potion,1,"7S",48
92,Firesand,2,"5S",48
92,WoodenChair,3,"3S",48
92,GrilledClam,4,"2S",48
92,Necklace,5,"6S",48
92,CoralRing,6,"6S",48
92,Barbut,7,"4S",48
92,Macuahuitl,8,"6W",48
92,Sauerkraut,9,"4W",48
92,BakedPumpkin,10,"6S",48
92,Tunic,11,"6S",48
92,CulinaryKnife,12,"7W",48
92,Brush,13,"2W",48
92,BoiledEgg,14,"2S",48
92,Hora,15,"4S",48
92,Earrings,16,"3S",48
92,Butter,17,"7W",48
92,BrickCounter,18,"4W",48
92,BronzeSheep,19,"7S",48
92,GrowthFormula,20,"2S",48
92,GarnetRapier,21,"3W",48
92,SpruceRoundShield,22,"5S",48
92,SharkOil,23,"7W",48
92,SilverEarCuffs,24,"5W",48
92,SweetPopoto,25,"7W",48
92,ParsnipSalad,26,"2W",48
92,Caramels,27,"4W",48
92,Ribbon,28,"3W",48
92,Rope,29,"6W",48
92,CavaliersHat,30,"3S",48
92,Horn,31,"5W",48
92,SaltCod,32,"3W",48
92,SquidInk,33,"7S",48
92,EssentialDraught,34,"2W",48
92,Jam,35,"2W",48
92,TomatoRelish,36,"6W",48
92,OnionSoup,37,"4W",48
92,Pie,38,"6W",48
92,CornFlakes,39,"3W",48
92,PickledRadish,40,"7S",48
92,IronAxe,41,"5W",48
92,QuartzRing,42,"4S",48
92,PorcelainVase,43,"7W",48
92,VegetableJuice,44,"5W",48
92,PumpkinPudding,45,"5S",48
92,SheepfluffRug,46,"2S",48
92,GardenScythe,47,"7S",48
92,Bed,48,"3S",48
92,ScaleFingers,49,"4S",48
92,Crook,50,"5S",48
92,Coral Sword,51,"4W",48
92,Coconut Juice,52,"2W",48
92,Honey,53,"7W",48
92,Seashine Opal,54,"5W",48
92,Dried Flowers,55,"3S",48
92,Powdered Paprika,56,"6W",48
92,Cawl Cennin,57,"4S",48
92,Isloaf,58,"2S",48
92,Popoto Salad,59,"5S",48
92,Dressing,60,"7S",48
92,Stove,61,"6S",48
92,Lantern,62,"3W",48
92,Natron,63,"7S",48
92,Bouillabaisse,64,"2W",48
92,Fossil Display,65,"3S",48
92,Bathtub,66,"6W",48
92,Spectacles,67,"6S",48
92,Cooling Glass,68,"5W",48
92,Runner Bean Saute,69,"5S",48
92,Beet Soup,70,"2S",48
92,Imam Bayildi,71,"4W",48
92,Pickled Zucchini,72,"3W",48
92,Serving Dish,73,"7W",48
92,Grinding Wheel,74,"4S",48
92,Tathlums,75,"6S",48
92,Gold Hairpin,76,"2S",48
92,Mammet Award,77,"3S",48
92,Fruit Punch,78,"7W",48
92,Sweet Popoto Pie,79,"3W",48
92,Peperoncino,80,"5W",48
92,Buffalo Bean Salad,81,"6W",48
93,Potion,1,"2S",10
93,Firesand,2,"6W",10
93,WoodenChair,3,"3S",10
93,GrilledClam,4,"5W",10
93,Necklace,5,"3S",10
93,CoralRing,6,"4S",10
93,Barbut,7,"4S",10
93,Macuahuitl,8,"4W",10
93,Sauerkraut,9,"7W",10
93,BakedPumpkin,10,"6W",10
93,Tunic,11,"3W",10
93,CulinaryKnife,12,"2S",10
93,Brush,13,"2W",10
93,BoiledEgg,14,"3W",10
93,Hora,15,"5S",10
93,Earrings,16,"3W",10
93,Butter,17,"2S",10
93,BrickCounter,18,"3S",10
93,BronzeSheep,19,"6S",10
93,GrowthFormula,20,"4W",10
93,GarnetRapier,21,"7S",10
93,SpruceRoundShield,22,"7S",10
93,SharkOil,23,"3S",10
93,SilverEarCuffs,24,"4S",10
93,SweetPopoto,25,"2W",10
93,ParsnipSalad,26,"7S",10
93,Caramels,27,"3W",10
93,Ribbon,28,"4W",10
93,Rope,29,"2W",10
93,CavaliersHat,30,"7S",10
93,Horn,31,"6S",10
93,SaltCod,32,"2W",10
93,SquidInk,33,"4S",10
93,EssentialDraught,34,"6S",10
93,Jam,35,"2S",10
93,TomatoRelish,36,"6S",10
93,OnionSoup,37,"6W",10
93,Pie,38,"5W",10
93,CornFlakes,39,"5S",10
93,PickledRadish,40,"5S",10
93,IronAxe,41,"5W",10
